job_skills,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,summary,first_seen,search_city,search_country,search_position,job_level,job_type
"IT Support, Helpdesk, Network, IT Helpdesk",2025-03-12,"- Quản trị, vận hành hệ thống mạng LAN/WAN.",False,False,Kỹ Sư IT NET,Công Ty TNHH Điện Tử Longcheer Meiko Việt Nam,"Lô 37-2, Khu công nghiệp Quang Minh, Thị trấn Quang Minh, Huyện Mê Linh, thành phố Hà Nội",,28/02/2025,,Việt Nam,,,
"Business analysis, business analyst, Data Analytics, IT Development, Phân Tích Kinh Doanh",2025-03-20,1. Perform Business requirement study for Project Implementation.,False,False,Business Analyst,CÔNG TY TNHH IORTA TECHNXT,"Phường 13, Quận 4, Hồ Chí Minh, Việt Nam",,04/03/2025,,Việt Nam,,,
"Quản Trị Hệ Thống, Quản Trị Cơ Sở Dữ Liệu, Bảo Mật Server, Switch, Vận Hành Máy Chủ",2025-03-20,1. Quản lý và giám sát hệ thống mạng & bảo mật,False,False,Chuyên Viên IT Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG GIAO THÔNG SÀI GÒN,"1446-1448 Đường 3 tháng 2, Phường 2, Quận 11, TP. Hồ Chí Minh.",,04/03/2025,,Việt Nam,,,
"SAP, Consulting, Information Technology, SAP Consulting, Manufacturing Operations",2025-04-09,"At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.",False,False,SAP Cpi Module Consultant - Implementation or AMS,Deloitte Consulting SEA,"18th Floor, Times Square Building, 22-36 Nguyen Hue, District 1, HCMC, Vietnam",,14/03/2025,,Việt Nam,,,
"Agile Methodology & Scrum, English, Production Planning, Project Management",2025-03-12,"Sparx* is looking for passionate Associate Art Producers with strong communication and project management skills, who has demonstrated the ability to deliver games in the past. You'll play a key role in the planning and delivery of game projects, coordinate with our development team and partner studios, and drive some of the most exciting AAA titles in the video game industry.",False,False,Associate Art Producer,Sparx* - A Virtuos Company,"39B Truong Son, Ward 4, Tan Binh District, Ho Chi Minh City",,28/02/2025,,Việt Nam,,,
"English, Networking, IT Infrastructure, IT Operations, SAP",2025-03-18,"We are seeking a skilled IT Engineer to support and maintain our IT infrastructure, including servers, networking, Microsoft 365, SAP, and MES. The ideal candidate will play a key role in ensuring smooth IT operations and supporting business processes within a manufacturing/distribution/factory (M/D/F) environment.",False,False,IT Engineer/ Kỹ Sư IT (100% Vốn Đầu Tư Đức),RRC Power Solutions,"Lô CN4, Khu công nghiệp Nam Đình Vũ, thuộc khu kinh tế Đình Vũ- Cát Hải, Đông Hải 2, Hải An, Hải Phòng",,03/03/2025,,Việt Nam,,,
"PowerShell, IT Support",2025-03-06,Development of Automation Job for SAP/Win/Linux/Cloud Platform ,False,False,"IT Support - Workload Automation (Cloud, Powershell)",Bosch Global Software Technologies Company Limited,"364 Cộng Hòa, street, Tân Bình, Hồ Chí Minh",,25/02/2025,,Việt Nam,,,
"Problem Solving, SAP ABAP, Solidworks PDM, Workflow Automation, S/4Hana",2025-03-12,• SAP ABAP development of Bosch in-house IT products  (SAP PDM/PLM module).,False,False,SAP Technical Consultant (PDM/PLM),Bosch Global Software Technologies Company Limited,"Etown 2, HCMC",,28/02/2025,,Việt Nam,,,
Sampling Analysis,2025-03-20,• Main task: Sampling & analyzing sample./Nhiệm vụ chính: Lấy mẫu & phân tích mẫu.,False,False,QC Staff (Nhân viên kiểm soát chất lượng) - Bình Thuận,"Vietnam Intersnack Cashew Co., Ltd","Nhà máy Phan Thiết/Phan Thiet Factory: Lô 1/9+11+13 và lô 1/6 KCN Phan Thiết, Bình Thuận",,04/03/2025,,Việt Nam,,,
"Education Technology, Product Development, product owner",2025-03-20,"- Phát triển & Triển khai sản phẩm: Dẫn dắt quá trình nghiên cứu, phát triển và ra mắt các tính năng AI, đảm bảo sản phẩm đáp ứng nhu cầu kinh doanh và người dùng.",False,False,Product Owner - Sản Phẩm AI Learning,Edupia,"Tầng 6, Comatce Tower, 61 Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",,04/03/2025,,Việt Nam,,,
"Business Analysis, E-commerce, English, Project Management, UI/UX",2025-03-20,Crossian is a ,False,False,"Senior Business Annalyst, Global Supply Chain eCommerce Platform (Up to 30 Months of Anually Package)",Crossian Việt Nam,"Hà Nội, Vietnam",,04/03/2025,,Việt Nam,,,
"Data Analysis, Project Management, Business analysis, E-commerce, UI/UX",2025-03-20,Crossian is a,False,False,"Senior Business Annalyst, Storefront & Ads Management (Up to 30 Months of Anually Package)",Crossian Việt Nam,"PAX SKY, 65 Ngô Thì Nhậm, Phạm Đình Hồ, Hai Bà Trưng, Hanoi, Vietnam",,04/03/2025,,Việt Nam,,,
"Back End Developer, RESTful API, Software Development, Golang, System Integration",2025-04-09,"We are looking for a skilled Backend Developer to join our expanding team in Hanoi or Danang, Vietnam. In this role, you will design, develop, and maintain the server-side logic and infrastructure that power our mission-critical banking solutions. You’ll work on scalable, secure systems that support compliance-driven KYC processes, seamless onboarding, and robust data management software for leading banks. If you’re passionate about building high-quality backend systems and thrive in a fast-paced environment, we’d love to have you on board!",False,False,Backend Developer,Digibank Solutions,"PVI Tower, Phố Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Hà Nội, Việt Nam",,14/03/2025,,Việt Nam,,,
"Mobile App Development, Java, Product Development, Ios/Android, Front End",2025-04-09,"We are seeking a skilled Mobile Developer to join our team in Hanoi or Danang,",False,False,Mobile Developer,Digibank Solutions,"PVI Tower, Phố Phạm Văn Bạch, Yên Hoà, Cầu Giấy, Hà Nội, Việt Nam",,14/03/2025,,Việt Nam,,,
"Tiếng Nhật N2, BrSE, Japanese N2, Hệ Thống Website, Kỹ Sư Cầu Nối",2025-03-26,• Phát triển hệ thống Web,False,False,Kỹ Sư Cầu Nối (BrSE),Công Ty TNHH Pasona Tech Việt Nam,"Tầng 4, tòa nhà e.town 1, 364 Cộng Hòa, P. 13, Q. Tân Bình, TP.HCM",,07/03/2025,,Việt Nam,,,
"Giao Tiếp Tốt, Giải quyết vấn đề, Tổ chức công việc, Quản Lý Tài Chính",2025-04-09,"•	Theo dõi các nhà thầu canteen nhập đồ ăn, kiểm tra chất lượng đầu vào tại canteen.",False,False,Quản Lý Căn Tin (Quản Lý Canteen),Aden Service - Chi Nhánh Đà Nẵng,"Ngũ Hành Sơn, Đà Nẵng, Việt Nam",,14/03/2025,,Việt Nam,,,
"UX Design, AI Technology, Usability Testing, Interaction Design, English",2025-04-07,"A subsidiary of the FPT Group, FPT Software is known as a leading global information technology service provider headquartered in Vietnam. With over 30,000 employees working in 83 offices across 30 countries on five continents, FPT Software consistently delivers the best solutions to more than 1000 clients, including 100 Fortune 500 companies. Placing human resources as the cornerstone of its achievements, employee experience is our top priority in continually creating an innovative, open, and enjoyable work environment for every member.",False,False,Senior UX AI Designer,FPT Software,"F-Town 3, 3 Võ Chí Công, Phường Long Thạnh Mỹ, TP. Thủ Đức, Ho Chi Minh City, Vietnam",,13/03/2025,,Việt Nam,,,
"Java, Golang, Microservices, Ci/Cd Methodologies, Problem-solving",2025-03-10,"We are seeking an experienced (Senior) Software Engineer - Backend to join our dynamic team in the fast-paced e-commerce domain. You will work on the entire system: creating and verifying products, managing warehouses and orders from the seller side, and searching, viewing, and checking out products from the customer side, all based on hundreds of millions of data",False,False,(Senior) Software Backend Engineer,TIKI Company Limited,"52 Út Tịch, Phường 4, Quận Tân Bình, TP.HCM",,27/02/2025,,Việt Nam,,,
"CCNA, Công Nghệ Thông Tin, Hạ Tầng Công Nghệ, Mạng máy tính, Mạng máy tính, Mạng máy tính, Xử Lý Sự Cố",2025-03-12,"Nhằm đảm bảo nguồn lực cho hoạt động và phát triển hệ thống Công nghệ Thông tin, ĐH Nguyễn Tất Thành đang cần tuyển 1 vị trí ",False,False,Tổ Trưởng Mạng Máy Tính và Hỗ Trợ,Trường Đại Học Nguyễn Tất Thành,"300A Nguyễn Tất Thành, Phường 13, Quận 4",,28/02/2025,,Việt Nam,,,
"ERP Application, ERP Implementation, Infrastructure, IT Support, IT Support, IT Support, IT Support, Project Implementation",2025-03-18,"Nefab Group is on a growth journey, and we are dependent on high-performance people to succeed. Nefab is in the beginning of a large transformation project with the change of ERP-platform to Infor Cloudsuite and the ERP-system named Infor M3. To efficiently implement this new platform on all Nefab companies globally we are looking for ERP implementation specialists within the area of operation (manufacturing, logistics, sourcing), sales and finance.",False,False,IT & ERP Specialist,Nefab Vietnam,"Lô CN10-3, KCN Yên Phong (mở rộng), xã Yên Trung, huyện Yên Phong, tỉnh Bắc Ninh, Việt Nam",,03/03/2025,,Việt Nam,,,
"SQL, MariaDB, MongoDB, Data Analysis, Quản Lý Cở Sở Dữ Liệu",2025-03-12,"• Quản lý, vận hành và bảo trì hệ thống Cơ sở Dữ Liệu (CSDL)  ",False,False,Chuyên Viên Phân Tích Dữ Liệu / Senior Customer Data Analyst,Ecozen International JSC,"16/10 Khu Phố Đông Nhì, Lái Thiêu, Thuận An, Bình Dương",,28/02/2025,,Việt Nam,,,
".Net Core, ASP.NET, C#, Google Cloud, Google Cloud, Google Cloud, Google Cloud, MS SQL Server",2025-04-07,- Tham gia phát triển và triển khai các dự án phần mềm trong lĩnh vực vận hành nhà máy điện và năng lượng.,False,False,Chuyên Viên Phát Triển Ứng Dụng CNTT – Vận Hành,Bitexco Power Corporation,"3rd Floor, The Manor Towers, Me Tri Street, Nam Tu Liem District, Hanoi",,13/03/2025,,Việt Nam,,,
"Data Warehouse Systems, Database Development, ETL, Problem Solving, SQL Tunning",2025-03-18,"Một Chuyên viên Quản trị Cơ sở Dữ liệu (DBA) chuyên nghiệp sẽ đảm bảo hệ thống cơ sở dữ liệu hoạt động liên tục 24/7. Mục tiêu là duy trì hệ thống dữ liệu hoạt động trôi chảy trong toàn công ty, đảm bảo cả cấu trúc dữ liệu backend lẫn khả năng truy cập frontend cho người dùng.",False,False,Senior Database Administrator,Công Ty Cổ Phần Chứng Khoán SSI,1C Ngô Quyền - Hoàn Kiếm - Hà Nội,,03/03/2025,,Việt Nam,,,
"Data Analysis, SQL, Business Intelligence, Data Science, database management",2025-02-26,ABOUT THE ROLE,False,False,Intermediate Data Analyst,Crossian Việt Nam,"Hà Nội, Vietnam",,21/02/2025,,Việt Nam,,,
"C++, Control System, Testing, Trouble Shooting, Qt Framework",2025-04-05,"A subsidiary of the FPT Group, FPT Software is known as a leading global information technology service provider headquartered in Vietnam. With over 30,000 employees working in 83 offices across 30 countries on five continents, FPT Software consistently delivers the best solutions to more than 1000 clients, including 100 Fortune 500 companies. Placing human resources as the cornerstone of its achievements, employee experience is our top priority in continually creating an innovative, open, and enjoyable work environment for every member.",False,False,Embedded Autosar Engineer (100% Japanese Training & Long-Term Onsite in Japan),FPT Software,"Lô T2, Đường D1, khu Công nghệ cao, TP. Thủ Đức, TP. Hồ Chí Minh",,12/03/2025,,Việt Nam,,,
".Net, .NET Core, ASP.NET Core, ASP.NET Core, ASP.NET Core, ASP.NET Core, ASP.NET Core",2025-02-26,ABOUT THE ROLE,False,False,Junior Backend Engineer (.NET Core),Crossian Việt Nam,"Hà Nội, Vietnam",,21/02/2025,,Việt Nam,,,
"QA, Test Cases, English, Regression Testing, Oracle Database",2025-02-20,•	Develop Test Cases & Scenarios.,False,False,** Urgent ** Fresher SQA / Tester Engineer,"TSB Vietnam Co., Ltd.","Hai Phong, Vietnam",,18/02/2025,,Việt Nam,,,
"Điện Tử Viễn Thông, Viễn Thông, An Toàn Thông Tin, An Ninh Quốc Phòng, Bảo Mật Thông Tin",2025-02-20,"Phụ trách các dự án triển khai của công ty thuộc các lĩnh vực viễn thông, CNTT, an toàn thông tin, an ninh quốc phòng, truyền hình… cho khách hàng là các nhà mạng và các cơ quan chức năng. Bao gồm các công việc chủ yếu sau:",False,False,Quản Lý Dự Án,Công Ty TNHH Kinh Doanh Dịch Vụ Thông Tin & Chuyển Giao Công Nghệ,"Đà Nẵng, Việt Nam",,18/02/2025,,Việt Nam,,,
"Azure AD, Hệ Thống Active Directory, Leadership, Microsoft Intune, Microsoft Intune, SCCM",2025-02-18,"• Act as the technical leader and subject matter expert for SCCM and Microsoft Intune, providing strategic direction, architecture, and hands-on support for the organization’s endpoint management solutions.",False,False,Microsoft UEM( SCCM & Intune),Hitachi Digital Services,"Quang Trung Software City, Tan Chanh Hiep Ward, District 12, Ho Chi Minh City, Vietnam",,17/02/2025,,Việt Nam,,,
"Agile Development, AWS Services, Communication Skills, Java System, Serverless Framework",2025-04-03,The role,False,False,Java AWS Engineer,Hitachi Digital Services,"Helios Building, Đ. Số 1, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",,11/03/2025,,Việt Nam,,,
"Business Analysis, Agile, SQL",2025-02-18,"The Business Analysts ensure that business needs are accurately captured, analyzed, and translated into actionable solutions. ",False,False,Middle/Senior IT Business Analyst,MB Ageas Life Insurance Company Limited,"Tầng 15, Tòa nhà MB, 21 Cát Linh, Đống Đa",,17/02/2025,,Việt Nam,,,
"Spring, Microservices, Java, Insurtech",2025-02-18,"As a Senior Java Backend Developer at OPES Insurance, you will play a crucial role in building and developing core systems and insurance business software to support the company's operations. Your responsibilities will include ensuring seamless integration and stable operation of systems between OPES and its business partners.",False,False,Senior Java Backend Developer,Công Ty Cổ Phần Bảo Hiểm Opes,"Tầng 6, tòa nhà số 5 Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội",,17/02/2025,,Việt Nam,,,
"Front End, Vue JS, Leadership",2025-02-18,"As the Lead R&D Engineer for the Virtuos R&D team, you will play a crucial role in designing, implementing, and optimizing applications that push the boundaries of production tools used for video game assets and production resources.",False,False,Lead R&D Frontend Engineer,Virtuos Studios In Vietnam,"REE Tower, Đoàn Văn Bơ, phường 13, Quận 4, Hồ Chí Minh, Việt Nam",,17/02/2025,,Việt Nam,,,
"Angular, Azure, CosmosDB, SQL, C#",2025-04-03,"• Participate in analysis, design, implementation of platform application systems, develop inhouse applications",False,False,Senior Software Engineer,Metizoft Asia Pte Ltd,"Ho Chi Minh, Ho Chi Minh City, Vietnam",,11/03/2025,,Việt Nam,,,
"BrSE, Tiếng Nhật Thành thạo, Kỹ Sư Cầu Nối, MYSQL, Truyền Tải Thông Tin",2025-02-18,"•	Tham gia phân tích, nghiên cứu yêu cầu, trao đổi với khách hàng để hiểu rõ và làm rõ các yêu cầu dự án.",False,False,Kỹ Sư Cầu Nối Tiếng Nhật (BrSE) - Lương Cạnh Tranh,K&G Technology,"R4-10 Đường số 2 Hưng Gia 1, Phú Mỹ Hưng, Quận 7",,17/02/2025,,Việt Nam,,,
"IT Administration, Helpdesk, IT Helpdesk, Backup System, IT Infrastructure Management",2025-04-03,- Administrate physical servers and servers in a virtualized VMware environment.,False,False,IT System Administrator Staff,Công Ty TNHH Hyosung Financial System VINA,"Lô CN 08-1, Khu công nghiệp Yên Phong II-C, Tam Giang, Thị Trấn Chờ, Yên Phong, Bắc Ninh",,11/03/2025,,Việt Nam,,,
"Quản Lý Dự Án, Project Management, IT System Administration, IT Project Management, IT Operations",2025-02-20,"We are looking for a Project Manager with experience in managing cutting-edge technology projects, particularly in AI, Blockchain, and emerging technologies. This role requires strong project planning, coordination, and progress tracking while also assisting in scheduling and administrative support for project meetings.",False,False,Urgent - Project Manager,Tập Đoàn Công Nghệ G-Group,"275 Nguyễn Trãi, Thanh Xuân, Hà Nội",,18/02/2025,,Việt Nam,,,
"Communication Skills, Customer Service, English, Problem-solving, Technical Support",2025-04-03,Your role & responsibilities,False,False,IT Support Engineer (Microsoft Products),ITECHWX COMPANY LIMITED,"12th Floor, Opal Tower 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, HCMC.",,11/03/2025,,Việt Nam,,,
"Security, Director, Risk Management, Business Continuity, Supply Chain",2025-02-20,"Are you ready to lead security operations across Vietnam & APAC, safeguarding one of the world’s most iconic brands while driving innovation in risk management? Protect the LEGO Group’s people, assets, and operations across Vietnam & APAC by driving strategic security initiatives, mitigating risks, and ensuring a safe, resilient environment in a fast-growing, dynamic region.",False,False,"Director, Head of Security Operations, Vietnam & APAC",Công Ty TNHH LEGO Manufacturing Việt Nam,"No.1, Road no.3, VSIP III, Hoi Nghia, Tan Uyen, Binh Duong, Vietnam",,18/02/2025,,Việt Nam,,,
